volgnummer,filename,side,main_document,reason,series_first,released_path,original_path,folder,exif_orientation,exif_name,rotation_applied,width,height,archief,fonds,signatuur,jaar,maand,dag,extra_info,inverted,grayscale
213,213m.jpg,verso,0,verso,,images/pages-verso/213m.png,images/archive-original/1280-1289 I (1280-1283)/213m.jpg,1280-1289 I (1280-1283),1,native,0,1436,2024,Sint-Janshospitaal Brugge,,,1283,12,04,,0,0
213,213o.jpg,recto,1,recto,,images/pages-recto/213o.png,images/archive-original/1280-1289 I (1280-1283)/213o.jpg,1280-1289 I (1280-1283),6,90-cw,1,2024,1436,Sint-Janshospitaal Brugge,,,1283,12,04,,0,0
214,214m.jpg,verso,0,verso,,images/pages-verso/214m.png,images/archive-original/1280-1289 I (1280-1283)/214m.jpg,1280-1289 I (1280-1283),1,native,0,1436,2024,Sint-Janshospitaal Brugge,,,1283,09,18,,0,0
214,214o.jpg,recto,1,recto,,images/pages-recto/214o.png,images/archive-original/1280-1289 I (1280-1283)/214o.jpg,1280-1289 I (1280-1283),6,90-cw,1,2024,1436,Sint-Janshospitaal Brugge,,,1283,09,18,,0,0
215,215m.jpg,verso,0,verso,,images/pages-verso/215m.png,images/archive-original/1280-1289 I (1280-1283)/215m.jpg,1280-1289 I (1280-1283),,missing,0,1436,2024,Sint-Janshospitaal Brugge,,,1283,09,10,,0,0
215,215o.jpg,recto,1,recto,,images/pages-recto/215o.png,images/archive-original/1280-1289 I (1280-1283)/215o.jpg,1280-1289 I (1280-1283),6,90-cw,1,2024,1436,Sint-Janshospitaal Brugge,,,1283,09,10,,0,0
216,216m.jpg,verso,0,verso,,images/pages-verso/216m.png,images/archive-original/1280-1289 I (1280-1283)/216m.jpg,1280-1289 I (1280-1283),,missing,0,1436,2024,Sint-Janshospitaal Brugge,,,1283,06,23,,0,0
216,216o.jpg,recto,1,recto,,images/pages-recto/216o.png,images/archive-original/1280-1289 I (1280-1283)/216o.jpg,1280-1289 I (1280-1283),6,90-cw,1,2024,1436,Sint-Janshospitaal Brugge,,,1283,06,23,,0,0
217,217m.jpg,verso,0,verso,,images/pages-verso/217m.png,images/archive-original/1280-1289 I (1280-1283)/217m.jpg,1280-1289 I (1280-1283),,missing,0,1436,2024,Sint-Janshospitaal Brugge,,,1283,05,30,,0,0
217,217o.jpg,recto,1,recto,,images/pages-recto/217o.png,images/archive-original/1280-1289 I (1280-1283)/217o.jpg,1280-1289 I (1280-1283),6,90-cw,1,2024,1436,Sint-Janshospitaal Brugge,,,1283,05,30,,0,0
218,218m.jpg,verso,0,verso,,images/pages-verso/218m.png,images/archive-original/1280-1289 I (1280-1283)/218m.jpg,1280-1289 I (1280-1283),,missing,0,1436,2024,Sint-Janshospitaal Brugge,,,1283,04,10,,0,0
218,218o.jpg,recto,1,recto,,images/pages-recto/218o.png,images/archive-original/1280-1289 I (1280-1283)/218o.jpg,1280-1289 I (1280-1283),6,90-cw,1,2024,1436,Sint-Janshospitaal Brugge,,,1283,04,10,,0,0
219,219m.jpg,verso,0,verso,,images/pages-verso/219m.png,images/archive-original/1280-1289 I (1280-1283)/219m.jpg,1280-1289 I (1280-1283),,missing,0,1436,2024,Sint-Janshospitaal Brugge,,,1283,01,29,,0,0
219,219o.jpg,recto,1,recto,,images/pages-recto/219o.png,images/archive-original/1280-1289 I (1280-1283)/219o.jpg,1280-1289 I (1280-1283),6,90-cw,1,2024,1436,Sint-Janshospitaal Brugge,,,1283,01,29,,0,0
220,220m.jpg,verso,0,verso,,images/pages-verso/220m.png,images/archive-original/1280-1289 I (1280-1283)/220m.jpg,1280-1289 I (1280-1283),,missing,0,1436,2024,Sint-Janshospitaal Brugge,,,1283,01,15,,0,0
220,220o.jpg,recto,1,recto,,images/pages-recto/220o.png,images/archive-original/1280-1289 I (1280-1283)/220o.jpg,1280-1289 I (1280-1283),6,90-cw,1,2024,1436,Sint-Janshospitaal Brugge,,,1283,01,15,,0,0
221,221m.jpg,verso,0,verso,,images/pages-verso/221m.png,images/archive-original/1280-1289 I (1280-1283)/221m.jpg,1280-1289 I (1280-1283),6,90-cw,1,2024,1436,Potterie Brugge,,,1283,09,18,,0,0
221,221o.jpg,recto,1,recto,,images/pages-recto/221o.png,images/archive-original/1280-1289 I (1280-1283)/221o.jpg,1280-1289 I (1280-1283),6,90-cw,1,2024,1436,Potterie Brugge,,,1283,09,18,,0,0
222,222m.jpg,verso,0,verso,,images/pages-verso/222m.png,images/archive-original/1280-1289 I (1280-1283)/222m.jpg,1280-1289 I (1280-1283),6,90-cw,1,2024,1436,Potterie Brugge,,,1283,05,xx,,0,0
222,222o.jpg,recto,1,recto,,images/pages-recto/222o.png,images/archive-original/1280-1289 I (1280-1283)/222o.jpg,1280-1289 I (1280-1283),6,90-cw,1,2024,1436,Potterie Brugge,,,1283,05,xx,,0,0
223,223m.jpg,verso,0,verso,,images/pages-verso/223m.png,images/archive-original/1280-1289 I (1280-1283)/223m.jpg,1280-1289 I (1280-1283),6,90-cw,1,2024,1436,Potterie Brugge,,,1283,05,14,,0,0
223,223o.jpg,recto,1,recto,,images/pages-recto/223o.png,images/archive-original/1280-1289 I (1280-1283)/223o.jpg,1280-1289 I (1280-1283),6,90-cw,1,2024,1436,Potterie Brugge,,,1283,05,14,,0,0
224,224m.jpg,verso,0,verso,,images/pages-verso/224m.png,images/archive-original/1280-1289 I (1280-1283)/224m.jpg,1280-1289 I (1280-1283),6,90-cw,1,2024,1436,Potterie Brugge,,,1283,02,20,,0,0
224,224o.jpg,recto,1,recto,,images/pages-recto/224o.png,images/archive-original/1280-1289 I (1280-1283)/224o.jpg,1280-1289 I (1280-1283),6,90-cw,1,2024,1436,Potterie Brugge,,,1283,02,20,,0,0
225,225m.jpg,verso,0,verso,,images/pages-verso/225m.png,images/archive-original/1280-1289 I (1280-1283)/225m.jpg,1280-1289 I (1280-1283),6,90-cw,1,2024,1436,AB Mechelen,Begijnhof,,1283,06,05,,0,0
225,225o.jpg,recto,1,recto,,images/pages-recto/225o.png,images/archive-original/1280-1289 I (1280-1283)/225o.jpg,1280-1289 I (1280-1283),6,90-cw,1,2024,1436,AB Mechelen,Begijnhof,,1283,06,05,,0,0
226,226m.jpg,verso,0,verso,,images/pages-verso/226m.png,images/archive-original/1280-1289 I (1280-1283)/226m.jpg,1280-1289 I (1280-1283),6,90-cw,1,2024,1436,AB Mechelen,Begijnhof,,1283,06,27,,0,0
226,226o.jpg,recto,1,recto,,images/pages-recto/226o.png,images/archive-original/1280-1289 I (1280-1283)/226o.jpg,1280-1289 I (1280-1283),6,90-cw,1,2024,1436,AB Mechelen,Begijnhof,,1283,06,27,,0,0
227,227m.jpg,verso,0,verso,,images/pages-verso/227m.png,images/archive-original/1280-1289 I (1280-1283)/227m.jpg,1280-1289 I (1280-1283),6,90-cw,1,2024,1436,C.O.O. Brugge,Begijnhof,,1283,12,17,,0,0
227,227o.jpg,recto,1,recto,,images/pages-recto/227o.png,images/archive-original/1280-1289 I (1280-1283)/227o.jpg,1280-1289 I (1280-1283),6,90-cw,1,2024,1436,C.O.O. Brugge,Begijnhof,,1283,12,17,,0,0
228,228m.jpg,verso,0,verso,,images/pages-verso/228m.png,images/archive-original/1280-1289 I (1280-1283)/228m.jpg,1280-1289 I (1280-1283),6,90-cw,1,2024,1436,C.O.O. Brugge,Dis Sint-Salvators,,1283,10,29,,0,0
228,228o.jpg,recto,1,recto,,images/pages-recto/228o.png,images/archive-original/1280-1289 I (1280-1283)/228o.jpg,1280-1289 I (1280-1283),6,90-cw,1,2024,1436,C.O.O. Brugge,Dis Sint-Salvators,,1283,10,29,,0,0
229,229m.jpg,verso,0,verso,,images/pages-verso/229m.png,images/archive-original/1280-1289 I (1280-1283)/229m.jpg,1280-1289 I (1280-1283),6,90-cw,1,2024,1436,C.O.O. Brugge,Magdalenahospitaal,,1283,07,10,,0,0
229,229o.jpg,recto,1,recto,,images/pages-recto/229o.png,images/archive-original/1280-1289 I (1280-1283)/229o.jpg,1280-1289 I (1280-1283),6,90-cw,1,2024,1436,C.O.O. Brugge,Magdalenahospitaal,,1283,07,10,,0,0
230,230m.jpg,verso,0,verso,,images/pages-verso/230m.png,images/archive-original/1280-1289 I (1280-1283)/230m.jpg,1280-1289 I (1280-1283),6,90-cw,1,2024,1436,Spermalie Brugge,,,1283,05,29,,0,0
230,230o.jpg,recto,1,recto,,images/pages-recto/230o.png,images/archive-original/1280-1289 I (1280-1283)/230o.jpg,1280-1289 I (1280-1283),6,90-cw,1,2024,1436,Spermalie Brugge,,,1283,05,29,,0,0
231,231m.jpg,verso,0,verso,,images/pages-verso/231m.png,images/archive-original/1280-1289 I (1280-1283)/231m.jpg,1280-1289 I (1280-1283),6,90-cw,1,2024,1436,Spermalie Brugge,,,1283,04,10,,0,0
231,231o.jpg,recto,1,recto,,images/pages-recto/231o.png,images/archive-original/1280-1289 I (1280-1283)/231o.jpg,1280-1289 I (1280-1283),6,90-cw,1,2024,1436,Spermalie Brugge,,,1283,04,10,,0,0
232,232m.jpg,verso,0,verso,,images/pages-verso/232m.png,images/archive-original/1280-1289 I (1280-1283)/232m.jpg,1280-1289 I (1280-1283),6,90-cw,1,2024,1436,Spermalie Brugge,,,1282,11,20,,0,0
232,232o.jpg,recto,1,recto,,images/pages-recto/232o.png,images/archive-original/1280-1289 I (1280-1283)/232o.jpg,1280-1289 I (1280-1283),6,90-cw,1,2024,1436,Spermalie Brugge,,,1282,11,20,,0,0
233,233m.jpg,verso,0,verso,,images/pages-verso/233m.png,images/archive-original/1280-1289 I (1280-1283)/233m.jpg,1280-1289 I (1280-1283),6,90-cw,1,2024,1436,Spermalie Brugge,,,1282,11,20,,0,0
233,233o.jpg,recto,1,recto,,images/pages-recto/233o.png,images/archive-original/1280-1289 I (1280-1283)/233o.jpg,1280-1289 I (1280-1283),6,90-cw,1,2024,1436,Spermalie Brugge,,,1282,11,20,,0,0
234,234m.jpg,verso,0,verso,,images/pages-verso/234m.png,images/archive-original/1280-1289 I (1280-1283)/234m.jpg,1280-1289 I (1280-1283),6,90-cw,1,2024,1436,Groot Seminarie Brugge,Eekhout,,1282,05,23,,0,0
234,234o.jpg,recto,1,recto,,images/pages-recto/234o.png,images/archive-original/1280-1289 I (1280-1283)/234o.jpg,1280-1289 I (1280-1283),6,90-cw,1,2024,1436,Groot Seminarie Brugge,Eekhout,,1282,05,23,,0,0
235,235m.jpg,verso,0,verso,,images/pages-verso/235m.png,images/archive-original/1280-1289 I (1280-1283)/235m.jpg,1280-1289 I (1280-1283),6,90-cw,1,2024,1436,Groot Seminarie Brugge,Ter Duinen,,1282,05,02,,0,0
235,235o.jpg,recto,1,recto,,images/pages-recto/235o.png,images/archive-original/1280-1289 I (1280-1283)/235o.jpg,1280-1289 I (1280-1283),6,90-cw,1,2024,1436,Groot Seminarie Brugge,Ter Duinen,,1282,05,02,,0,0
236,236m.jpg,verso,0,verso,,images/pages-verso/236m.png,images/archive-original/1280-1289 I (1280-1283)/236m.jpg,1280-1289 I (1280-1283),6,90-cw,1,2024,1436,Groot Seminarie Brugge,Ter Duinen,,1282,04,23,,0,0
236,236o.jpg,recto,1,recto,,images/pages-recto/236o.png,images/archive-original/1280-1289 I (1280-1283)/236o.jpg,1280-1289 I (1280-1283),6,90-cw,1,2024,1436,Groot Seminarie Brugge,Ter Duinen,,1282,04,23,,0,0
237,237m.jpg,verso,0,verso,,images/pages-verso/237m.png,images/archive-original/1280-1289 I (1280-1283)/237m.jpg,1280-1289 I (1280-1283),6,90-cw,1,2024,1436,Spermalie Brugge,,,1281,12,13,,0,0
237,237o.jpg,recto,1,recto,,images/pages-recto/237o.png,images/archive-original/1280-1289 I (1280-1283)/237o.jpg,1280-1289 I (1280-1283),6,90-cw,1,2024,1436,Spermalie Brugge,,,1281,12,13,,0,0
238,238m.jpg,verso,0,verso,,images/pages-verso/238m.png,images/archive-original/1280-1289 I (1280-1283)/238m.jpg,1280-1289 I (1280-1283),6,90-cw,1,2024,1436,Spermalie Brugge,,,1281,11,29,,0,0
238,238o.jpg,recto,1,recto,,images/pages-recto/238o.png,images/archive-original/1280-1289 I (1280-1283)/238o.jpg,1280-1289 I (1280-1283),6,90-cw,1,2024,1436,Spermalie Brugge,,,1281,11,29,,0,0
239,239m.jpg,verso,0,verso,,images/pages-verso/239m.png,images/archive-original/1280-1289 I (1280-1283)/239m.jpg,1280-1289 I (1280-1283),6,90-cw,1,2024,1436,Groot Seminarie Brugge,Ter Duinen,,1281,08,16,,0,0
239,239o.jpg,recto,1,recto,,images/pages-recto/239o.png,images/archive-original/1280-1289 I (1280-1283)/239o.jpg,1280-1289 I (1280-1283),6,90-cw,1,2024,1436,Groot Seminarie Brugge,Ter Duinen,,1281,08,16,,0,0
240,240m.jpg,verso,0,verso,,images/pages-verso/240m.png,images/archive-original/1280-1289 I (1280-1283)/240m.jpg,1280-1289 I (1280-1283),6,90-cw,1,2024,1436,Groot Seminarie Brugge,Ter Duinen,,1281,08,16,,0,0
240,240o.jpg,recto,0,neardup_of=239o,,images/pages-recto/240o.png,images/archive-original/1280-1289 I (1280-1283)/240o.jpg,1280-1289 I (1280-1283),6,90-cw,1,2024,1436,Groot Seminarie Brugge,Ter Duinen,,1281,08,16,,0,0
241,241m.jpg,verso,0,verso,,images/pages-verso/241m.png,images/archive-original/1280-1289 I (1280-1283)/241m.jpg,1280-1289 I (1280-1283),6,90-cw,1,2024,1436,Spermalie Brugge,,,1280,11,30,,0,0
241,241o.jpg,recto,1,recto,,images/pages-recto/241o.png,images/archive-original/1280-1289 I (1280-1283)/241o.jpg,1280-1289 I (1280-1283),6,90-cw,1,2024,1436,Spermalie Brugge,,,1280,11,30,,0,0
242,242m.jpg,verso,0,verso,,images/pages-verso/242m.png,images/archive-original/1280-1289 I (1280-1283)/242m.jpg,1280-1289 I (1280-1283),6,90-cw,1,2024,1436,Spermalie Brugge,,,1280,03,09,,0,0
242,242o.jpg,recto,1,recto,,images/pages-recto/242o.png,images/archive-original/1280-1289 I (1280-1283)/242o.jpg,1280-1289 I (1280-1283),6,90-cw,1,2024,1436,Spermalie Brugge,,,1280,03,09,,0,0
243,243m.jpg,verso,0,verso,,images/pages-verso/243m.png,images/archive-original/1280-1289 I (1280-1283)/243m.jpg,1280-1289 I (1280-1283),6,90-cw,1,2024,1436,Spermalie Brugge,,,1280,02,09,,0,0
243,243o.jpg,recto,1,recto,,images/pages-recto/243o.png,images/archive-original/1280-1289 I (1280-1283)/243o.jpg,1280-1289 I (1280-1283),6,90-cw,1,2024,1436,Spermalie Brugge,,,1280,02,09,,0,0
244,244m.jpg,verso,0,verso,,images/pages-verso/244m.png,images/archive-original/1280-1289 I (1280-1283)/244m.jpg,1280-1289 I (1280-1283),6,90-cw,1,2024,1436,Spermalie Brugge,,,1280,02,03,,0,0
244,244o.jpg,recto,1,recto,,images/pages-recto/244o.png,images/archive-original/1280-1289 I (1280-1283)/244o.jpg,1280-1289 I (1280-1283),6,90-cw,1,2024,1436,Spermalie Brugge,,,1280,02,03,,0,0
245,245m.jpg,verso,0,verso,,images/pages-verso/245m.png,images/archive-original/1280-1289 I (1280-1283)/245m.jpg,1280-1289 I (1280-1283),6,90-cw,1,2024,1436,Bisdom Brugge,Urbanisten,,1283,03,27,,0,0
245,245o.jpg,recto,1,recto,,images/pages-recto/245o.png,images/archive-original/1280-1289 I (1280-1283)/245o.jpg,1280-1289 I (1280-1283),6,90-cw,1,2024,1436,Bisdom Brugge,Urbanisten,,1283,03,27,,0,0
246,246m.jpg,verso,0,verso,,images/pages-verso/246m.png,images/archive-original/1280-1289 I (1280-1283)/246m.jpg,1280-1289 I (1280-1283),6,90-cw,1,1654,1168,RA Ronse,hospitaal Geraardsbergen,,1283,06,21,,0,0
246,246o.jpg,recto,1,recto,,images/pages-recto/246o.png,images/archive-original/1280-1289 I (1280-1283)/246o.jpg,1280-1289 I (1280-1283),6,90-cw,1,1654,1168,RA Ronse,hospitaal Geraardsbergen,,1283,06,21,,0,0
247,247m.jpg,verso,0,verso,,images/pages-verso/247m.png,images/archive-original/1280-1289 I (1280-1283)/247m.jpg,1280-1289 I (1280-1283),6,90-cw,1,1654,1168,RA Gent,Zoetendale,,1283,04,22,,0,0
247,247o.jpg,recto,1,recto,,images/pages-recto/247o.png,images/archive-original/1280-1289 I (1280-1283)/247o.jpg,1280-1289 I (1280-1283),6,90-cw,1,1654,1168,RA Gent,Zoetendale,,1283,04,22,,0,0
248,248m.jpg,verso,0,verso,,images/pages-verso/248m.png,images/archive-original/1280-1289 I (1280-1283)/248m.jpg,1280-1289 I (1280-1283),6,90-cw,1,1654,1168,RA Gent,Rijke Gasthuis,,1283,06,17,,0,0
248,248o.jpg,recto,1,recto,,images/pages-recto/248o.png,images/archive-original/1280-1289 I (1280-1283)/248o.jpg,1280-1289 I (1280-1283),6,90-cw,1,1654,1168,RA Gent,Rijke Gasthuis,,1283,06,17,,0,0
249,249m.jpg,verso,0,verso,,images/pages-verso/249m.png,images/archive-original/1280-1289 I (1280-1283)/249m.jpg,1280-1289 I (1280-1283),6,90-cw,1,2024,1436,RA Brugge,Mélanges généraux doos 6,,1283,10,16,,0,0
249,249o.jpg,recto,1,recto,,images/pages-recto/249o.png,images/archive-original/1280-1289 I (1280-1283)/249o.jpg,1280-1289 I (1280-1283),6,90-cw,1,2024,1436,RA Brugge,Mélanges généraux doos 6,,1283,10,16,,0,0
250,250m.jpg,verso,0,verso,,images/pages-verso/250m.png,images/archive-original/1280-1289 I (1280-1283)/250m.jpg,1280-1289 I (1280-1283),1,native,0,1656,2339,Algemeen Rijksarchief Den Haag,Grafelijkheid,,1283,03,17,,0,0
250,250o.jpg,recto,1,recto,,images/pages-recto/250o.png,images/archive-original/1280-1289 I (1280-1283)/250o.jpg,1280-1289 I (1280-1283),1,native,0,2339,1656,Algemeen Rijksarchief Den Haag,Grafelijkheid,,1283,03,17,,0,0
251,251m.jpg,verso,0,verso,,images/pages-verso/251m.png,images/archive-original/1280-1289 I (1280-1283)/251m.jpg,1280-1289 I (1280-1283),6,90-cw,1,2024,1436,SA Gent,,"163, 13 v°",1281,xx,xx,,0,0
251,251o.jpg,recto,1,recto,,images/pages-recto/251o.png,images/archive-original/1280-1289 I (1280-1283)/251o.jpg,1280-1289 I (1280-1283),,missing,0,1436,2024,SA Gent,,"163, 13 v°",1281,xx,xx,,0,0
252,252m.jpg,verso,0,verso,,images/pages-verso/252m.png,images/archive-original/1280-1289 I (1280-1283)/252m.jpg,1280-1289 I (1280-1283),,missing,0,1656,2339,Algemeen Rijksarchief Den Haag,Grafelijkheid,,1281,01,24,,0,0
252,252o.jpg,recto,1,recto,,images/pages-recto/252o.png,images/archive-original/1280-1289 I (1280-1283)/252o.jpg,1280-1289 I (1280-1283),1,native,0,2339,1656,Algemeen Rijksarchief Den Haag,Grafelijkheid,,1281,01,24,,0,0
253,253m.jpg,verso,0,verso,,images/pages-verso/253m.png,images/archive-original/1280-1289 I (1280-1283)/253m.jpg,1280-1289 I (1280-1283),6,90-cw,1,2024,1436,Groot Seminarie Brugge,Ter Duinen,,1282,12,04,,0,0
253,253o.jpg,recto,1,recto,,images/pages-recto/253o.png,images/archive-original/1280-1289 I (1280-1283)/253o.jpg,1280-1289 I (1280-1283),6,90-cw,1,2024,1436,Groot Seminarie Brugge,Ter Duinen,,1282,12,04,,0,0
254,254m.jpg,verso,0,verso,,images/pages-verso/254m.png,images/archive-original/1280-1289 I (1280-1283)/254m.jpg,1280-1289 I (1280-1283),6,90-cw,1,2024,1436,Groot Seminarie Brugge,Ter Duinen,,1282,06,26,,0,0
254,254o.jpg,recto,1,recto,,images/pages-recto/254o.png,images/archive-original/1280-1289 I (1280-1283)/254o.jpg,1280-1289 I (1280-1283),6,90-cw,1,2024,1436,Groot Seminarie Brugge,Ter Duinen,,1282,06,26,,0,0
255,255m.jpg,verso,0,verso,,images/pages-verso/255m.png,images/archive-original/1280-1289 I (1280-1283)/255m.jpg,1280-1289 I (1280-1283),6,90-cw,1,2024,1436,Groot Seminarie Brugge,Ter Duinen,,1282,03,14,,0,0
255,255o.jpg,recto,1,recto,,images/pages-recto/255o.png,images/archive-original/1280-1289 I (1280-1283)/255o.jpg,1280-1289 I (1280-1283),6,90-cw,1,2024,1436,Groot Seminarie Brugge,Ter Duinen,,1282,03,14,,0,0
256,256m.jpg,verso,0,verso,,images/pages-verso/256m.png,images/archive-original/1280-1289 I (1280-1283)/256m.jpg,1280-1289 I (1280-1283),6,90-cw,1,2024,1436,privaat archief Mw. Cogels,Brussel,,128x,05,15,codicii bij testament van Gerard van Wateringen,0,0
256,256o.jpg,recto,1,recto,,images/pages-recto/256o.png,images/archive-original/1280-1289 I (1280-1283)/256o.jpg,1280-1289 I (1280-1283),6,90-cw,1,2024,1436,privaat archief Mw. Cogels,Brussel,,128x,05,15,codicii bij testament van Gerard van Wateringen,0,0
257,257m.jpg,verso,0,verso,,images/pages-verso/257m.png,images/archive-original/1280-1289 I (1280-1283)/257m.jpg,1280-1289 I (1280-1283),6,90-cw,1,2024,1436,privaat archief Mw. Cogels,Brussel,,1282,05,15,"testament van Gerard, ridder van Wateringen",0,0
257,257o.jpg,recto,1,recto,,images/pages-recto/257o.png,images/archive-original/1280-1289 I (1280-1283)/257o.jpg,1280-1289 I (1280-1283),6,90-cw,1,2024,1436,privaat archief Mw. Cogels,Brussel,,1282,05,15,"testament van Gerard, ridder van Wateringen",0,0
258,258m.jpg,verso,0,verso,,images/pages-verso/258m.png,images/archive-original/1280-1289 I (1280-1283)/258m.jpg,1280-1289 I (1280-1283),6,90-cw,1,2024,1436,RA Brugge,blauw,6757,1282,05,15,,0,0
258,258o.jpg,recto,1,recto,,images/pages-recto/258o.png,images/archive-original/1280-1289 I (1280-1283)/258o.jpg,1280-1289 I (1280-1283),6,90-cw,1,2024,1436,RA Brugge,blauw,6757,1282,05,15,,0,0
259,259m.jpg,verso,0,verso,,images/pages-verso/259m.png,images/archive-original/1280-1289 I (1280-1283)/259m.jpg,1280-1289 I (1280-1283),,missing,0,1436,2024,Sint-Janshospitaal Brugge,,,1282,05,28,,0,0
259,259o.jpg,recto,1,recto,,images/pages-recto/259o.png,images/archive-original/1280-1289 I (1280-1283)/259o.jpg,1280-1289 I (1280-1283),6,90-cw,1,2024,1436,Sint-Janshospitaal Brugge,,,1282,05,28,,0,0
260,260m.jpg,verso,0,verso,,images/pages-verso/260m.png,images/archive-original/1280-1289 I (1280-1283)/260m.jpg,1280-1289 I (1280-1283),1,native,0,1436,2024,Sint-Janshospitaal Brugge,,,1282,01,31,,0,0
260,260o.jpg,recto,1,recto,,images/pages-recto/260o.png,images/archive-original/1280-1289 I (1280-1283)/260o.jpg,1280-1289 I (1280-1283),6,90-cw,1,2024,1436,Sint-Janshospitaal Brugge,,,1282,01,31,,0,0
261,261m.jpg,verso,0,verso,,images/pages-verso/261m.png,images/archive-original/1280-1289 I (1280-1283)/261m.jpg,1280-1289 I (1280-1283),,missing,0,1436,2024,Sint-Janshospitaal Brugge,,,1282,01,23,,0,0
261,261o.jpg,recto,1,recto,,images/pages-recto/261o.png,images/archive-original/1280-1289 I (1280-1283)/261o.jpg,1280-1289 I (1280-1283),6,90-cw,1,2024,1436,Sint-Janshospitaal Brugge,,,1282,01,23,,0,0
262,262m.jpg,verso,0,verso,,images/pages-verso/262m.png,images/archive-original/1280-1289 I (1280-1283)/262m.jpg,1280-1289 I (1280-1283),6,90-cw,1,2024,1436,Potterie Brugge,,,1282,11,20,,0,0
262,262o.jpg,recto,1,recto,,images/pages-recto/262o.png,images/archive-original/1280-1289 I (1280-1283)/262o.jpg,1280-1289 I (1280-1283),6,90-cw,1,2024,1436,Potterie Brugge,,,1282,11,20,,0,0
263,263m.jpg,verso,0,verso,,images/pages-verso/263m.png,images/archive-original/1280-1289 I (1280-1283)/263m.jpg,1280-1289 I (1280-1283),6,90-cw,1,2024,1436,Potterie Brugge,,,1282,10,03,,0,0
263,263o.jpg,recto,1,recto,,images/pages-recto/263o.png,images/archive-original/1280-1289 I (1280-1283)/263o.jpg,1280-1289 I (1280-1283),6,90-cw,1,2024,1436,Potterie Brugge,,,1282,10,03,,0,0
264,264m.jpg,verso,0,verso,,images/pages-verso/264m.png,images/archive-original/1280-1289 I (1280-1283)/264m.jpg,1280-1289 I (1280-1283),6,90-cw,1,2024,1436,Potterie Brugge,,,1282,09,26,,0,0
264,264o.jpg,recto,1,recto,,images/pages-recto/264o.png,images/archive-original/1280-1289 I (1280-1283)/264o.jpg,1280-1289 I (1280-1283),6,90-cw,1,2024,1436,Potterie Brugge,,,1282,09,26,,0,0
265,265m.jpg,verso,0,verso,,images/pages-verso/265m.png,images/archive-original/1280-1289 I (1280-1283)/265m.jpg,1280-1289 I (1280-1283),6,90-cw,1,2024,1436,Potterie Brugge,,,1282,04,25,,0,0
265,265o.jpg,recto,1,recto,,images/pages-recto/265o.png,images/archive-original/1280-1289 I (1280-1283)/265o.jpg,1280-1289 I (1280-1283),6,90-cw,1,2024,1436,Potterie Brugge,,,1282,04,25,,0,0
266,266m.jpg,verso,0,verso,,images/pages-verso/266m.png,images/archive-original/1280-1289 I (1280-1283)/266m.jpg,1280-1289 I (1280-1283),6,90-cw,1,2024,1436,C.O.O. Brugge,Magdalenahospitaal,,1282,10,24,,0,0
266,266o.jpg,recto,1,recto,,images/pages-recto/266o.png,images/archive-original/1280-1289 I (1280-1283)/266o.jpg,1280-1289 I (1280-1283),6,90-cw,1,2024,1436,C.O.O. Brugge,Magdalenahospitaal,,1282,10,24,,0,0
267,267m.jpg,verso,0,verso,,images/pages-verso/267m.png,images/archive-original/1280-1289 I (1280-1283)/267m.jpg,1280-1289 I (1280-1283),6,90-cw,1,1654,1168,RA Gent,Begijnhof Aalst,,1282,04,26,,0,0
267,267o.jpg,recto,1,recto,,images/pages-recto/267o.png,images/archive-original/1280-1289 I (1280-1283)/267o.jpg,1280-1289 I (1280-1283),6,90-cw,1,1654,1168,RA Gent,Begijnhof Aalst,,1282,04,26,,0,0
268,268m.jpg,verso,0,verso,,images/pages-verso/268m.png,images/archive-original/1280-1289 I (1280-1283)/268m.jpg,1280-1289 I (1280-1283),6,90-cw,1,1654,1168,RA Gent,Begijnhof Aalst,,1282,03,06,,0,0
268,268o.jpg,recto,1,recto,,images/pages-recto/268o.png,images/archive-original/1280-1289 I (1280-1283)/268o.jpg,1280-1289 I (1280-1283),6,90-cw,1,1654,1168,RA Gent,Begijnhof Aalst,,1282,03,06,,0,0
269,269m.jpg,verso,0,verso,,images/pages-verso/269m.png,images/archive-original/1280-1289 I (1280-1283)/269m.jpg,1280-1289 I (1280-1283),6,90-cw,1,1654,1168,RA Gent,Bethlehem Deinze,,1282,10,20,,0,0
269,269o.jpg,recto,1,recto,,images/pages-recto/269o.png,images/archive-original/1280-1289 I (1280-1283)/269o.jpg,1280-1289 I (1280-1283),6,90-cw,1,1654,1168,RA Gent,Bethlehem Deinze,,1282,10,20,,0,0
270,270m.jpg,verso,0,verso,,images/pages-verso/270m.png,images/archive-original/1280-1289 I (1280-1283)/270m.jpg,1280-1289 I (1280-1283),6,90-cw,1,1654,1168,RA Gent,Rijke Gasthuis,,1282,06,21,,0,0
270,270o.jpg,recto,1,recto,,images/pages-recto/270o.png,images/archive-original/1280-1289 I (1280-1283)/270o.jpg,1280-1289 I (1280-1283),6,90-cw,1,1654,1168,RA Gent,Rijke Gasthuis,,1282,06,21,,0,0
271,271m.jpg,verso,0,verso,,images/pages-verso/271m.png,images/archive-original/1280-1289 I (1280-1283)/271m.jpg,1280-1289 I (1280-1283),6,90-cw,1,1654,1168,RA Gent,Sint-Pietersabdij,,1282,08,25,,0,0
