filename,inverted,p2,p98,span,mean,n_interior,applied
372o.png,0,69.0,254.0,185.0,228.23356346841948,1141938,1
373o.png,0,60.0,254.0,194.0,224.45255058167018,1905977,1
374o.png,0,87.0,254.0,167.0,224.38432282384198,1511586,1
375o.png,0,59.0,254.0,195.0,220.7860749384533,2121154,1
376o.png,0,61.0,254.0,193.0,227.89981958130653,1769218,1
377o.png,0,76.0,254.0,178.0,231.34849665744323,1608948,1
378o.png,0,62.0,253.0,191.0,210.273911253612,1263150,1
379o.png,0,70.0,254.0,184.0,230.3473627356067,2051406,1
380o.png,0,66.0,254.0,188.0,230.30791070728188,2177378,1
381o.png,0,75.0,255.0,180.0,220.34286547041464,881754,1
382o.png,0,48.0,254.0,206.0,209.72110851779448,2078848,1
383o.png,0,34.0,253.0,219.0,194.0517089245683,2289276,1
384o.png,0,117.0,220.0,103.0,177.7926494320508,1089358,1
385o.png,0,67.0,255.0,188.0,230.04365835788752,1576445,1
386o.png,0,73.0,255.0,182.0,229.51428326255962,1678118,1
387o.png,0,74.0,254.0,180.0,194.7728342509082,2349672,1
388o.png,0,2.0,214.0,212.0,170.1279617662897,965640,1
389o.png,0,89.0,254.0,165.0,234.6752851726895,2875363,1
390o.png,0,70.0,255.0,185.0,207.82893695667642,3260488,1
391o.png,0,82.0,254.0,172.0,201.5294954096548,3020470,1
392o.png,0,80.0,255.0,175.0,219.10613405788223,3264560,1
393o.png,0,70.0,255.0,185.0,215.86639856233845,2973718,1
394o.png,0,72.0,255.0,183.0,210.21120360172708,2872844,1
395o.png,0,45.0,254.0,209.0,202.65790645075913,1496196,1
396o.png,0,43.0,254.0,211.0,205.82569237990924,1674442,1
397o.png,0,38.0,254.0,216.0,215.82803039566613,2158992,1
398o.png,0,41.0,254.0,213.0,210.74178731390361,2029056,1
399o.png,0,57.0,254.0,197.0,197.72383701390757,1309216,1
400o.png,0,69.0,255.0,186.0,215.6614094287645,2404875,1
401o.png,0,66.0,255.0,189.0,225.6875266370432,1888817,1
402o.png,0,61.0,254.0,193.0,230.79262211528317,2122912,1
403o.png,0,73.0,254.0,181.0,232.4199138743617,1362196,1
404o.png,0,79.0,253.0,174.0,187.56558350803633,887220,1
405o.png,0,58.0,254.0,196.0,223.9748509466214,2066877,1
406o.png,0,51.0,254.0,203.0,227.67630698060808,2210094,1
407o.png,0,50.0,254.0,204.0,224.04106271538964,1646725,1
408o.png,0,52.0,254.0,202.0,226.7114555728167,1050528,1
409o.png,0,82.0,254.0,172.0,235.32827854546073,2349060,1
410o.png,0,73.0,254.0,181.0,224.76546058962273,1787448,1
411o.png,0,75.0,254.0,179.0,233.74039473130497,1520832,1
412o.png,0,53.0,254.0,201.0,224.43440819959312,1415680,1
413o.png,0,60.0,254.0,194.0,216.45877805811654,1180318,1
414o.png,0,66.0,254.0,188.0,227.0044218039931,2486994,1
415o.png,0,64.0,253.0,189.0,192.80314959547994,2183328,1
416o.png,0,75.0,254.0,179.0,229.1844395567254,2343288,1
418o.png,0,81.0,254.0,173.0,212.75213042331816,2313390,1
419o.png,0,81.0,254.0,173.0,223.83686813186813,2402400,1
420o.png,0,87.0,254.0,167.0,214.97449221629432,1096136,1
421o.png,0,89.0,254.0,165.0,220.77352159468438,2167200,1
422o.png,0,76.0,254.0,178.0,219.24609394554608,1797850,1
423o.png,0,59.0,254.0,195.0,227.93994317937714,2350907,1
424o.png,0,75.0,254.0,179.0,219.8414405091373,1263942,1
425o.png,0,83.0,254.0,171.0,208.37105294514836,1132965,1
426o.png,0,68.0,254.0,186.0,220.96465022584206,1565696,1
427o.png,0,58.0,254.0,196.0,223.66551702505214,2008452,1
428o.png,0,59.0,254.0,195.0,212.35925467140635,1202047,1
429o.png,0,60.0,254.0,194.0,214.28477701047942,1427085,1
430o.png,0,61.0,254.0,193.0,225.73735231082046,2001670,1
431o.png,0,77.0,254.0,177.0,222.90993575483435,1941936,1
432o.png,0,66.0,254.0,188.0,228.61271529589902,1611445,1
433o.png,0,74.0,254.0,180.0,209.92425101942067,1630583,1
434o.png,0,59.0,253.0,194.0,201.18418665974377,1764194,1
435o.png,0,64.0,254.0,190.0,224.77881594186925,2068716,1
436o.png,0,70.0,254.0,184.0,224.96669305862744,1394364,1
437o.png,0,83.0,254.0,171.0,230.9529666170349,1789176,1
438o.png,0,36.0,255.0,219.0,215.25223794500184,1270697,1
439o.png,0,40.0,255.0,215.0,206.94628295199055,1796022,1
440o.png,0,43.0,254.0,211.0,209.46079710343943,873864,1
441o.png,0,58.0,255.0,197.0,196.905282546495,838800,1
442o.png,0,39.0,255.0,216.0,215.32576947541963,1848792,1
443o.png,0,41.0,255.0,214.0,226.47136661668978,2545176,1
444o.png,0,44.0,254.0,210.0,204.0544488497424,2106050,1
445o.png,0,43.0,254.0,211.0,205.72185209860092,765510,1
446o.png,0,39.0,254.0,215.0,200.5376605652962,1579809,1
447o.png,0,68.0,254.0,186.0,219.82146500295286,1899846,1
448o.png,0,68.0,254.0,186.0,230.38130609458582,1787160,1
449o.png,0,76.0,254.0,178.0,221.43388354156968,1585218,1
450o.png,0,69.0,253.0,184.0,209.9667325162608,1488240,1
451o.png,0,65.0,254.0,189.0,231.49919523955816,2395744,1
452o.png,0,66.0,254.0,188.0,232.3918712297849,2427083,1
453o.png,0,60.0,254.0,194.0,229.19618580060424,1927744,1
454o.png,0,57.0,254.0,197.0,226.14593439676568,1945148,1
455o.png,0,53.0,254.0,201.0,225.56047767649721,2262033,1
456o.png,0,60.0,254.0,194.0,219.95694501253996,1486448,1
457o.png,0,57.0,254.0,197.0,230.5200685359343,2061984,1
458o.png,0,81.0,254.0,173.0,233.1547786239715,2156060,1
459o.png,0,74.0,254.0,180.0,223.60385312072944,1461309,1
460o.png,0,65.0,254.0,189.0,229.62953937881758,1851630,1
461o.png,0,77.0,253.0,176.0,199.38308115425625,1752921,1
